matchId,blueTeamTotalKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamTotalKills,redTeamTowersDestroyed,redTeamMinionsKilled,redTeamTotalGold,redTeamXp,blueWin
EUW1_6881049630',10,0,0,12,1,353,25945,28293,17,2,364,31250,29319,1
EUW1_6881015899',20,0,2,8,1,351,32366,30873,16,0,281,27767,28265,1
EUW1_6880971360',15,1,1,3,0,397,29875,32018,17,0,330,28318,29712,1
EUW1_6880953683',14,0,2,10,1,397,29847,31712,8,1,281,25458,29197,1
EUW1_6880919285',19,1,0,13,0,382,32307,33898,5,3,364,23764,29005,1
EUW1_6880708911',10,0,0,6,0,305,26084,28809,12,1,364,26633,30084,1
EUW1_6880677044',8,0,0,13,0,320,25239,27427,13,2,392,29158,32194,0
EUW1_6880486949',9,0,1,13,0,360,27807,29637,14,0,356,26856,28774,1
EUW1_6880419347',11,0,0,7,1,357,26748,29593,13,0,361,28045,29200,0
EUW1_6880357829',18,0,1,5,1,330,30332,29335,11,0,336,25573,28227,0
EUW1_6880291602',8,1,2,7,1,354,27142,27158,5,1,373,25451,30933,0
EUW1_6879986819',12,0,1,9,0,376,27806,30680,9,0,319,24333,26162,1
EUW1_6879774455',15,0,0,10,0,327,30034,29347,19,2,316,29935,30029,1
EUW1_6879533217',8,0,0,16,0,331,25095,29201,15,1,369,29702,30939,0
EUW1_6879504011',13,1,1,8,0,372,28480,29160,11,0,314,25647,26366,0
EUW1_6879473510',10,0,2,9,1,349,27923,29440,10,0,309,24310,29092,1
EUW1_6879429807',5,0,1,6,0,338,24950,27940,12,1,353,26290,27083,1
EUW1_6879415577',12,0,1,6,0,390,29959,30078,8,1,379,25515,28898,1
EUW1_6879369009',13,0,1,9,1,365,29322,31023,14,1,336,28449,30575,1
EUW1_6879362596',12,0,0,13,0,291,25970,26494,23,2,367,32924,32434,0
EUW1_6879328443',13,0,1,8,1,343,27915,29099,13,0,303,26328,27406,0
EUW1_6879320011',8,0,0,8,0,347,25557,29068,14,1,382,28082,31410,0
EUW1_6878045943',13,0,1,15,1,343,28068,29030,19,2,338,30612,32041,0
EUW1_6878001527',11,0,0,8,0,329,26491,29961,6,1,362,24810,28461,1
EUW1_6877966845',12,0,0,9,1,295,26540,27194,18,1,329,29646,26989,1
EUW1_6883451934',17,0,1,8,1,357,30436,31017,12,0,359,26138,28867,0
EUW1_6883396806',5,0,0,6,1,370,23557,29318,5,0,401,24685,30302,1
EUW1_6880795048',6,0,0,10,1,320,23250,26234,17,1,343,29496,31497,0
EUW1_6880775183',12,0,2,5,0,382,29082,30272,9,0,331,24028,28550,0
EUW1_6880761807',12,0,1,12,0,361,27853,31373,14,1,354,29542,30571,1
EUW1_6879619336',7,0,0,8,0,325,24616,28065,14,2,374,29769,30809,0
EUW1_6879561243',12,0,0,12,0,372,27141,32148,13,1,380,28437,30639,1
EUW1_6879356460',19,0,0,13,1,298,28245,30421,9,1,340,26731,28725,1
EUW1_6879339844',24,0,1,8,0,356,32032,31081,9,1,317,25333,27329,1
EUW1_6868199566',19,0,2,2,1,380,33427,32077,7,1,337,24264,27556,1
EUW1_6868139201',22,0,1,8,0,364,34770,32826,12,2,337,28235,28640,1
EUW1_6868082263',8,0,1,12,1,384,26559,30464,10,1,365,26681,29858,0
EUW1_6808036707',10,0,1,16,1,332,27305,28654,16,3,338,30751,30077,1
EUW1_6793280673',15,1,0,9,1,340,27812,31000,5,1,355,25868,28816,1
EUW1_6782802885',7,0,0,5,1,392,26163,28957,7,1,392,25704,29812,1
EUW1_6883090969',14,0,0,9,0,372,28204,31120,11,1,402,27353,30591,1
EUW1_6882971613',12,0,0,6,1,387,28860,30118,15,2,397,29432,32367,0
EUW1_6881336498',3,0,0,9,0,348,23773,27615,10,1,405,26788,30121,0
EUW1_6880977444',6,0,0,8,1,415,27755,30161,7,1,361,25052,29988,1
EUW1_6880831027',14,0,0,11,1,336,28568,30328,13,1,323,27461,29300,1
EUW1_6880019896',14,0,0,10,1,353,28302,29838,15,1,358,28705,29402,0
EUW1_6879984965',23,0,1,12,1,265,31409,28259,12,1,330,27189,26988,1
EUW1_6879392451',9,0,0,12,1,375,26164,30920,14,1,390,28504,32374,0
EUW1_6878691339',10,0,1,13,0,382,26801,30011,13,2,328,28651,30168,0
EUW1_6878618879',7,0,0,7,1,350,23924,28554,2,0,410,23052,28948,1
EUW1_6849046095',17,0,1,6,1,332,30294,31336,10,0,354,26448,30015,1
EUW1_6838707119',21,1,1,11,0,361,32463,31349,6,1,336,24700,26142,1
EUW1_6838495999',10,0,0,11,0,379,26623,28573,12,1,393,29080,32010,0
EUW1_6838429031',2,0,0,10,0,396,22621,29733,12,1,420,29686,32540,0
EUW1_6819232669',3,0,1,11,0,316,24261,24035,21,2,337,30320,28704,0
EUW1_6816947440',16,0,1,9,1,318,28490,29740,10,1,362,26914,29713,0
EUW1_6816888146',18,0,0,11,1,327,31002,29785,11,2,394,27842,29044,1
EUW1_6813819315',11,0,0,10,1,398,28773,29642,12,1,368,28349,28925,0
EUW1_6813780009',12,1,1,6,1,400,29442,33450,3,0,368,23163,28769,1
EUW1_6883736386',11,0,0,17,0,364,27084,29950,10,1,408,28367,28746,0
EUW1_6883726492',12,0,1,8,1,395,27489,30778,11,2,412,28953,33322,1
EUW1_6882964887',7,0,0,8,0,370,26080,28896,13,3,393,29926,31242,0
EUW1_6882485375',8,0,1,10,0,386,26684,31763,9,2,359,28042,28612,0
EUW1_6882461379',12,0,0,12,0,389,28853,30752,16,1,362,29959,31701,0
EUW1_6882367191',11,0,1,10,1,399,27020,31108,7,1,371,26242,30491,1
EUW1_6881208146',14,0,1,8,0,401,30472,30458,9,0,337,25383,27800,1
EUW1_6881172520',17,0,0,11,0,360,30053,29696,18,2,374,30124,30568,1
EUW1_6880959372',19,0,2,14,1,399,30838,32397,8,1,352,26119,28852,1
EUW1_6879380283',12,0,1,6,0,342,27414,27622,12,1,335,26242,28941,1
EUW1_6879360353',17,0,2,14,0,333,30325,27944,18,2,353,30878,32887,0
EUW1_6878596740',7,0,0,7,1,332,24480,28442,20,1,398,31761,32413,0
EUW1_6878567709',7,0,0,14,0,341,24081,28523,20,3,406,33118,33945,0
EUW1_6878521823',18,0,1,14,0,364,30796,30737,12,2,334,28682,29166,0
EUW1_6878469892',6,0,0,10,0,333,24185,28320,14,1,378,28894,30246,0
EUW1_6878436527',14,0,1,6,1,437,30806,32511,11,2,355,25911,27661,1
EUW1_6878318723',9,0,0,6,0,378,24936,29184,12,1,415,28579,31861,1
EUW1_6878246309',23,0,2,5,1,347,32615,29989,17,0,297,28884,28736,1
EUW1_6878213684',11,0,0,7,0,375,27463,32320,12,1,410,28381,30586,1
EUW1_6881559835',21,0,0,8,1,349,31527,29881,10,1,328,26623,28666,1
EUW1_6881481936',8,0,1,8,0,361,27234,26659,17,0,341,29221,31070,1
EUW1_6881443646',10,0,3,3,1,436,31699,32165,5,1,352,23535,27021,1
EUW1_6881361419',17,0,1,11,0,299,27773,28487,17,1,359,30400,30431,0
EUW1_6881306887',2,0,0,11,0,303,20548,24593,14,2,412,29219,31090,0
EUW1_6881258688',12,0,1,5,0,356,27667,28486,11,1,335,25936,27619,0
EUW1_6881197251',18,0,0,6,1,389,30339,32946,7,0,347,25190,28990,1
EUW1_6880902720',10,0,0,13,1,325,26116,26549,9,0,341,25471,26749,0
EUW1_6880881273',7,0,0,14,0,340,24279,27366,16,3,448,33236,33810,0
EUW1_6879369836',3,0,0,6,1,381,23162,28125,14,2,397,29629,33135,0
EUW1_6879337283',9,1,0,15,0,340,25658,29298,19,2,378,32389,31806,0
EUW1_6879322449',12,0,2,8,1,380,30684,30153,11,0,388,27184,30153,0
EUW1_6879316876',10,0,0,7,1,335,25894,27877,10,0,345,25913,27890,0
EUW1_6879305890',14,0,0,13,1,308,28957,29476,30,2,345,34338,33076,0
EUW1_6879285795',13,0,2,9,1,342,30514,29410,18,0,348,28603,30354,1
EUW1_6879257540',8,0,1,13,0,342,26537,29703,13,3,392,31383,31480,0
EUW1_6879215084',8,0,0,7,1,327,24104,27292,5,1,368,24589,27606,0
EUW1_6877959455',16,0,1,12,1,335,28072,28770,14,1,344,28944,29793,1
EUW1_6877938062',11,0,0,18,0,358,27062,28700,16,3,375,30507,31709,1
EUW1_6883768747',11,0,0,9,0,345,27260,29188,18,2,342,30274,31332,0
EUW1_6883649421',10,0,0,6,0,347,27574,27668,16,1,369,29895,29910,0
EUW1_6883632185',8,0,0,14,0,323,24421,26825,27,2,366,34304,34692,0
EUW1_6883516203',8,0,0,6,1,387,26299,29426,12,1,379,28367,32204,1
EUW1_6883482493',16,0,0,11,0,335,28754,29342,16,2,392,32386,32745,0
EUW1_6883442460',13,0,1,12,0,379,29692,30681,21,3,390,32835,32910,0
EUW1_6883394231',6,0,0,9,0,324,22381,25872,14,2,391,29861,30799,0
EUW1_6882750553',14,1,0,14,0,359,27289,30735,15,0,391,29492,31128,0
EUW1_6882665091',7,1,0,13,0,328,26031,29085,15,2,396,30228,31296,1
EUW1_6882634513',13,0,0,11,1,387,29097,31765,7,1,375,25221,29206,1
EUW1_6882591708',13,0,2,8,1,403,29299,31509,11,0,361,26654,31289,0
EUW1_6882471906',15,0,2,7,1,398,31288,32615,6,1,294,22342,25068,1
EUW1_6882440457',6,0,0,9,1,335,23091,26951,13,0,383,28301,30995,0
EUW1_6882381419',8,0,0,17,1,347,23984,28251,14,3,382,31050,30971,0
EUW1_6882211110',12,0,0,7,1,363,27165,30952,11,0,360,26285,29088,1
EUW1_6881389247',12,1,2,4,1,430,30080,30878,8,0,360,25395,29143,1
EUW1_6881254628',7,0,0,11,0,316,23343,27979,21,2,378,31073,31147,0
EUW1_6881205666',10,0,0,14,0,323,25459,28370,15,2,413,29738,31643,0
EUW1_6883756729',6,0,0,8,0,370,24528,28628,9,1,401,28630,33075,0
EUW1_6883745706',4,0,1,11,0,366,23853,26414,18,1,330,29134,30256,0
EUW1_6883368045',14,0,1,6,1,376,29640,29602,7,0,364,24066,26237,1
EUW1_6883007615',7,0,0,12,0,372,25996,29089,17,2,372,31003,30596,0
EUW1_6882954907',16,0,0,9,1,349,28291,31599,8,1,382,24694,29496,1
EUW1_6882638680',18,0,3,10,1,342,31389,31592,12,0,327,27245,27786,1
EUW1_6882585770',11,1,0,8,1,354,26314,28780,8,1,376,26328,29450,0
EUW1_6882077668',12,0,0,2,1,322,27012,26944,12,0,363,26115,28390,0
EUW1_6881531470',9,1,0,9,1,397,26949,29728,15,2,382,28784,31258,1
EUW1_6881453186',16,0,1,9,1,339,29657,31141,13,1,360,29342,29408,0
EUW1_6881277729',6,0,1,14,1,356,25850,28904,13,2,369,30160,29697,0
EUW1_6881223965',15,0,1,9,1,383,29498,32010,10,0,397,27433,28857,1
EUW1_6880530945',15,0,3,8,1,388,31184,31605,4,1,334,23019,27681,1
EUW1_6880429581',11,0,0,6,1,345,26352,28229,15,1,341,28113,29963,0
EUW1_6880327429',20,0,1,15,0,300,29839,27046,14,1,296,28333,26821,1
EUW1_6880216498',7,0,0,8,0,394,25208,29954,14,1,415,28870,32264,0
EUW1_6880004149',13,0,0,8,1,380,27884,30356,12,0,369,27661,30967,1
EUW1_6879962678',6,0,0,13,0,341,24129,26963,21,1,396,31095,32796,0
EUW1_6879884994',9,0,0,12,1,328,25031,30212,7,0,387,25314,30594,0
EUW1_6882250226',15,0,1,10,0,309,27863,28540,9,0,313,24148,27880,0
EUW1_6882233394',25,0,2,10,1,363,33157,33439,13,0,312,27569,27849,1
EUW1_6882216219',14,0,1,11,0,293,27988,28350,14,2,342,29142,28302,1
EUW1_6882041448',7,0,0,10,0,393,25124,30610,8,1,394,26840,30486,1
EUW1_6881979904',18,0,1,7,1,345,30337,30262,9,0,352,25863,29544,1
EUW1_6881905108',10,0,0,15,0,362,25894,28777,13,3,343,28062,29701,1
EUW1_6881832212',13,0,0,13,1,336,27376,31572,12,3,388,29773,30312,1
EUW1_6881782467',13,0,1,7,1,368,29155,32312,6,1,352,24736,29212,1
EUW1_6881707718',16,0,0,9,0,353,27976,29255,15,1,349,29728,30152,1
EUW1_6881461686',10,0,0,8,1,299,25063,28441,16,3,409,31453,33022,0
EUW1_6881427470',20,0,2,7,1,431,35909,34819,7,1,313,23044,26131,1
EUW1_6881372685',7,0,0,11,1,360,26249,28827,13,1,407,29521,31379,0
EUW1_6881251914',20,0,0,8,1,355,30144,31404,9,0,331,25375,28289,1
EUW1_6881183366',15,1,0,14,0,321,27829,29136,16,2,375,30023,28506,0
EUW1_6881142909',13,0,0,11,0,301,26322,25615,16,1,354,29355,28771,0
EUW1_6881110704',17,1,2,9,1,376,30937,30688,10,1,315,25498,26698,1
EUW1_6881072795',6,1,1,6,0,386,26037,30316,10,0,354,25757,30356,0
EUW1_6881027918',14,0,2,5,1,372,29174,30750,9,0,386,25610,29078,1
EUW1_6879366724',20,1,0,13,1,323,31109,29070,15,2,297,27543,26896,0
EUW1_6882200739',14,0,1,5,0,352,28538,29093,8,0,320,24334,26321,1
EUW1_6881747858',12,0,0,3,0,342,28310,28591,14,2,343,27312,29874,1
EUW1_6879337200',15,0,4,8,1,392,31211,30002,12,0,291,27081,28640,1
EUW1_6877060901',13,0,0,9,1,334,28070,29785,9,2,365,25699,28123,1
EUW1_6877018230',21,1,2,6,1,379,32473,32950,8,0,301,24570,25886,1
EUW1_6876971960',13,0,1,7,0,335,27853,31640,15,0,355,28558,30620,0
EUW1_6876938702',25,0,1,13,1,394,33132,32557,13,1,294,25911,25558,1
EUW1_6875587112',17,0,1,8,1,338,28771,28357,14,0,307,27430,28926,0
EUW1_6875541157',21,0,2,7,1,383,32686,33068,7,1,319,23977,27532,1
EUW1_6875508171',16,0,0,6,1,349,29589,29276,11,1,310,26434,26373,1
EUW1_6875002938',8,1,0,13,0,356,25888,28947,16,2,369,29549,31228,0
EUW1_6874992720',16,0,1,7,0,412,30748,31297,11,1,320,25688,26288,1
EUW1_6874361327',14,0,0,9,0,359,29205,29109,12,1,380,28530,30374,0
EUW1_6874109314',20,1,2,5,1,387,32275,32108,8,0,354,25409,29349,1
EUW1_6874072096',6,0,0,15,1,376,25059,28573,10,3,412,31055,32371,0
EUW1_6874036095',16,1,3,10,1,360,31970,32098,6,0,337,24969,29366,1
EUW1_6874006538',14,0,0,12,0,310,26876,27710,17,2,398,32038,29494,0
EUW1_6883748453',8,0,0,3,0,375,26478,30189,14,1,366,29203,32142,0
EUW1_6883736487',11,0,2,4,1,379,28723,29331,10,0,354,24936,28833,1
EUW1_6882628166',17,0,4,8,1,340,31516,29277,8,0,320,24624,26728,1
EUW1_6882564620',9,0,1,17,0,394,28035,31538,18,2,363,31337,33160,0
EUW1_6882532507',14,1,1,7,0,376,29539,30904,11,0,361,27357,30909,1
EUW1_6882321727',12,0,0,13,0,313,26461,28680,15,2,364,28285,29861,0
EUW1_6882301849',18,0,1,11,0,378,30619,30792,15,1,319,27950,29392,1
EUW1_6880997682',9,0,1,1,0,361,27322,31046,7,0,385,24529,29738,1
EUW1_6880956220',8,1,0,10,1,391,27579,28896,7,1,383,26749,29515,0
EUW1_6880891364',12,0,0,9,0,338,26433,27416,18,1,348,30310,30154,0
EUW1_6880883575',12,0,2,4,1,352,28653,29523,9,0,337,26290,27698,1
EUW1_6880860784',3,0,0,16,0,310,20945,24150,17,6,381,34465,30317,0
EUW1_6879327200',14,1,1,9,1,343,28812,29470,9,0,312,24964,27043,1
EUW1_6879293193',17,1,1,6,0,372,30440,30678,14,0,324,26987,26313,1
EUW1_6879285900',26,0,2,8,0,362,33561,33368,13,0,285,28226,26241,1
EUW1_6877924362',13,1,0,8,1,372,28749,31084,18,0,339,29066,31371,1
EUW1_6877919936',21,0,3,13,1,370,34143,29535,11,1,334,26268,26120,0
EUW1_6877906540',14,1,2,3,1,321,29653,27121,10,0,323,24715,27086,1
EUW1_6883753591',18,0,0,6,1,330,29172,29969,15,0,328,28840,28566,1
EUW1_6883725319',6,0,0,9,0,323,23851,26569,19,2,431,32697,33156,0
EUW1_6883567739',19,0,1,8,1,323,29760,26560,2,1,345,23070,25131,0
EUW1_6883535555',10,0,0,9,1,341,26619,28941,14,0,334,27439,29863,0
EUW1_6883492299',14,0,0,11,0,350,26546,30053,14,2,396,30347,31501,1
EUW1_6883455127',13,0,0,9,0,334,27179,28192,15,0,299,28404,28412,0
EUW1_6883407256',13,0,0,5,0,381,27665,31524,9,0,370,25518,27572,1
EUW1_6883360182',10,0,1,9,1,358,26829,29469,6,2,402,25396,29533,1
EUW1_6882728661',14,1,1,8,0,383,31469,30729,13,1,341,27204,28179,1
EUW1_6882699792',24,0,2,9,0,398,34531,34041,10,0,337,26101,28902,1
EUW1_6882658494',13,0,0,11,0,355,26429,27448,9,0,338,25114,27678,1
EUW1_6882547435',8,0,0,12,1,387,25417,29555,14,2,410,29761,31114,1
EUW1_6882522022',14,0,2,6,1,420,33503,33268,5,3,364,23542,28000,1
EUW1_6882466953',17,0,1,7,1,404,30753,32801,3,0,389,23315,28135,1
EUW1_6882443287',7,0,0,8,1,388,25025,27761,9,1,377,27188,30780,0
EUW1_6882428746',15,0,0,17,0,361,28728,30281,13,4,354,29927,28564,0
EUW1_6882408050',15,1,1,10,0,344,28289,30546,13,0,333,27951,30036,1
EUW1_6882391914',8,0,0,9,0,363,25858,28465,17,1,381,30281,31429,0
EUW1_6882369633',14,0,0,10,1,324,27549,28513,19,2,357,30756,31613,0
EUW1_6883046460',13,0,1,7,0,352,27787,28804,13,1,367,28706,29360,0
EUW1_6882958022',12,0,1,6,1,367,27513,27684,8,1,363,26234,28765,0
EUW1_6882878374',12,0,0,12,1,345,26335,27068,20,1,371,30511,30448,0
EUW1_6882823760',11,0,1,7,1,378,27884,29366,10,0,377,26358,28361,1
EUW1_6882784203',24,0,2,8,1,390,34200,33805,7,0,353,25230,27846,1
EUW1_6882698849',10,1,1,11,1,370,28732,29801,14,0,313,26202,28998,1
EUW1_6882646729',7,0,0,13,0,350,23701,27685,17,3,385,31672,33740,0
EUW1_6882550214',12,0,1,7,1,411,30250,31966,13,1,367,28001,30943,1
EUW1_6882462267',2,0,0,6,0,388,23363,28400,7,1,404,26634,31085,0
EUW1_6881757671',9,0,2,9,0,407,27883,30121,18,0,342,28762,30351,0
EUW1_6881683469',11,0,1,12,0,361,28007,29641,9,1,363,26614,28528,1
EUW1_6881630482',3,0,1,14,0,366,26104,28090,14,3,356,29416,31994,0
EUW1_6881579065',7,0,0,10,0,351,23833,27206,13,1,378,27625,30544,0
